"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bhutan","BTN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","110208002.544529","115248452.655889","114938562.367865","120427524.752475","135127667.253521","137641915.925627","165499436.954798","221839861.111111","257605833.333333","262875335.797905","281163632.210166","228445136.323659","222476458.333333","211156264.348967","250591173.095314","265813253.160654","281235989.274626","334543404.020931","320648737.275812","347438039.944264","423968319.082419","461207368.882412","512806665.031368","590246765.178197","666547379.187866","785369262.516696","871434234.323332","1152351469.40752","1193789868.47288","1183441317.9506","1460010352.8046","1663196387.2375","1639170541.34505","1632780314.73176","1772100521.32854","1860822550.89202","1973485494.7313","2237541687.30652","2226485622.14809","",
"Botswana","BWA","GNI (current US$)","NY.GNP.MKTP.CD","34206224.5899341","36949069.539667","39977709.2387495","42813784.4261149","46753798.9683535","51444925.310624","56973500.6973501","62273361.2273361","70362622.0362622","82509399.8050411","100671970.965941","130416526.845638","165250292.549733","244412476.588388","309413245.033113","355172413.793103","372010119.595216","451603325.415677","590376720.598889","819877300.613497","1014089037.57077","1111389984.46277","1043653491.30815","1132600966.35974","1126732902.03327","1018317039.84022","1282103134.47927","1729167907.55852","2468008312.37012","2817236587.42369","3684735286.21338","4005663830.6292","4258899369.57861","4453715364.61557","4034973478.35804","4698181877.20944","4594669634.79935","4875398624.95891","4910030431.3874","5221996626.5894","5436161217.60947","5352478942.68301","4740668162.71058","6795865108.38603","7997879093.95044","9095559917.03193","9353973631.90899","10200889864.4686","10196257012.6998","10029116811.7846","12237098092.3222","15570559372.3495","16411868137.814","14526523473.312","15905157830.2381","14205367973.1464","15043478240.9276","16826458733.5949","17999581575.0255","",
"Central African Republic","CAF","GNI (current US$)","NY.GNP.MKTP.CD","111747736.394406","122726888.311633","124074593.318991","128970996.227191","141616935.99731","150166787.112918","157522973.122586","163414003.769905","188467446.287779","186939193.862455","187306620.29478","198941119.239967","228251320.490296","268083540.162556","278993393.149365","376717384.254518","450459739.569492","506691637.526422","611778518.97513","695364907.936006","799613350.271394","698104783.582323","741049292.420748","647990922.832265","628156958.343927","857549797.557333","1109865058.60859","1176881510.93744","1237401965.49786","1208296772.84259","1418273437.84433","1361256586.77615","1396427786.95827","1260063939.58807","830378020.935342","1094392733.30336","986712831.178194","922003071.944495","948607846.60713","991334220.888093","901436083.897736","924010113.111385","982309385.151714","1136967017.22281","1256265520.41626","1327140867.66574","1449089088.89268","1686871786.23681","1962359934.51157","2053265655.31444","2150137120.03586","2444507993.47527","2521492464.94456","1706224126.38653","1911970213.28236","1716189916.12978","1846527333.18022","2172555801.06739","2385580054.84078","",
"Canada","CAN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","86905583118.0017","98159003862.1509","111973127588.645","129947894110.589","158580766564.417","171802537455.761","203585192292.089","207884725716.972","213974919698.431","237297468328.496","267380993499.829","296987238301.777","303780497689.876","331848425835.768","345679098139.14","354994507506.408","366251889168.766","419782051282.051","492889412529.455","547709459459.459","574627185464.518","592228332024.09","573080168776.371","559372141694.442","559172524897.481","585086709414.165","609656032269.894","634690885454.283","612674755645.433","655584572928.586","725237357753.687","718179235537.19","741406996750.143","873515809007.209","1004566487317.45","1149135996038.95","1298296897038.08","1447200446885.76","1530173383317.71","1350956171813.49","1585379875651.19","1759453773319.65","1795919869603.49","1818471075757.13","1776572160702.32","1532663548013.94","1509327936731.45","1630461170920.89","1694054942563.17","",
"Central Europe and the Baltics","CEB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","252902935125.082","268920356200.142","306967383794.495","384965249195.747","407703039938.713","399819480663.591","438303092788.414","425291516673.295","421175105800.398","461128986086.733","518317153942.178","616865804940.45","733873561034.863","859215472668.978","966663501093.976","1210116095972.83","1478726813904.43","1249220484289.94","1264881812216.65","1388908517771.42","1303964679290.15","1378579724787","1417652272753.78","1242097613066.02","1271086766274.14","1406304677682.77","1576296442428.96","",
"Switzerland","CHE","GNI (current US$)","NY.GNP.MKTP.CD","9748380541.37364","10937457389.7991","12110332701.3328","13285243391.2365","14703233334.5638","15397409758.8264","16579662048.2073","17850530571.7477","19152578881.3813","20776975674.1091","25075527395.3807","30071403589.8304","36842969811.2219","49628412632.7098","57402895109.5895","65407887304.8464","68739048087.694","73780038651.9659","102831101342.282","115983200156.372","123551467983.529","114191127991.04","115983263261.587","116069879376.876","111555415584.968","112856404867.527","159965775918.617","199291972840.665","217217600423.7","208410782382.786","263561395479.413","266909346722.455","277067409756.791","270689621751.489","297197021934.635","350895028752.643","338923268689.32","299199249431.544","309299451924.403","306142026694.182","290145576681.667","289702488563.641","309441350121.904","376102307863.667","418641079292.32","442982154754.256","463070975594.194","482831022659.114","518151030098.791","551809711515.486","618068053363.193","707648786913.039","682989682110.897","703030248266.924","712234803785.583","695948280489.675","674973858370.401","687536802469.313","713007267898.746","",
"Channel Islands","CHI","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6035110963.89533","6206115515.28879","6243001967.01468","6080322441.34159","6482314148.68106","7173877551.02041","8288172830.46503","8512727272.72727","9205151793.92824","10888355342.1369","","","","","","","","","","","","",
"Chile","CHL","GNI (current US$)","NY.GNP.MKTP.CD","4038181818.18182","4535909090.90909","5329545454.54545","5577000000","5878608695.65217","5902093750","6890153846.15385","6801823529.41176","6952623188.4058","8148430232.55814","8927309734.51328","10765532786.8852","11794418269.2308","16726597765.3631","16025896086.3698","7337993238.2892","10015921187.7395","13597864048.2823","15500998063.8029","21128372534.2282","28106809871.7949","33046378043.5897","23404756100.9625","18608496202.5638","17597778880.9911","15619688825.0653","16953346024.9832","20503441046.8985","24062510516.3055","27894121179.6217","31354530651.6891","35874980432.1058","44043769337.2497","47591342667.6893","54456480891.0467","70658561164.4026","75533864796.8564","82340680700.1979","79741833590.5625","73026953032.5485","75124613519.0643","68631759083.2205","67033029762.5337","71042113846.5432","91075840567.8145","112323292444.81","136010836013.578","154242005721.923","165659073480.126","160627294365.135","203115009358.564","236993114783.813","254520086414.553","266320841562.929","251487211302.48","236673824605.535","243546569206.46","266380534208.692","285995653318.189","",
"China","CHN","GNI (current US$)","NY.GNP.MKTP.CD","59716467625.3148","50056868957.6732","47209359005.6056","50706799902.5103","59708343488.5043","70436266146.7219","76720285969.6157","72881631326.6715","70846535055.6503","79705906247.4612","92602973434.0726","99800958648.1436","113687586299.051","138544284708.957","144182133387.722","163431551779.761","153940455341.506","174938098826.569","149540752829.268","178280594413.043","191149211575","195783049099.206","205361295278.626","231563322095.785","261221374528.571","310328084153.061","300735081440.58","272793546177.13","312230327072.016","347942587323.887","361822783694.073","384152337595.819","427130409854.003","443808937181.006","563288670005.917","722773475238.004","851309717503.789","950600282951.338","1012399391554.64","1079526985271.13","1196681328408.87","1320222692110.76","1455604866961.46","1650069477164.43","1950215394499.08","2269857202066.07","2746989420528.26","3558383174498.85","4622871904097.17","5093171238691.92","6061091827540.88","7481123578116.54","8512412274448.3","9492578843732.85","10451827977992.6","10973753512645.5","11092994205734.1","12133803337870.6","13556853165009.1","",
"Cote d'Ivoire","CIV","GNI (current US$)","NY.GNP.MKTP.CD","556461974.566376","610784462.291257","628637607.090863","731665746.04802","896802258.688015","893071404.699811","990003045.444777","1046698267.36406","1243690090.30771","1319400676.48713","1419614169.30563","1517255392.55474","1789500104.75043","2405120879.79139","2973453746.85247","3752941296.11423","4503853782.68721","6070867871.46028","7591719440.5287","8682639497.35241","9680514963.5838","7910291659.5978","7026604091.58315","6150115376.07659","6349599661.47676","6295644347.74286","8468160649.29878","9196580291.71821","9302464668.91524","8372493877.11856","9209159713.26444","9121517377.27791","9807255443.8785","9679054334.15289","7539428502.49647","10012665108.613","11223283348.6853","11002798844.6884","12020812547.737","11742586597.9015","9715070571.87156","9911757704.40434","10806672898.9099","13017765217.4302","14763108933.2875","16432853987.9473","17091275138.5043","19535375619.5923","23327069457.1949","23342791966.8571","23972203265.4454","24393312490.98","25928144553.1491","29853297925.8764","34408347238.6558","32124265892.5234","34221106891.9452","36521209782.7398","41092406973.4675","",
"Cameroon","CMR","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","776303647.897207","890846354.421847","1002978715.50247","1024753723.70947","1116606068.94993","1314989972.37391","1510978409.73367","1961452807.64428","2447956601.25594","2718952469.8705","2605908429.12078","4032717783.52244","5475153102.55254","5617934472.40745","6871180904.54397","6875618499.92332","6951293545.19088","7529099006.68542","7893940975.65148","10483549563.4148","12143436349.8684","12449643357.8995","10922507076.8889","10673691294.7312","11659688178.0793","10750635241.7182","14768101163.5952","10053025173.0161","9116024560.82912","9922731160.72526","10224304197.9553","10143554099.8876","10730678783.5283","9490488175.51933","9675489664.18544","10906514675.5713","14023258190.5068","17028245537.8235","17455351569.3177","19103975208.366","21864913649.7667","25997186753.2608","25904236348.238","25879823789.7177","29033837745.0722","28659026752.1548","31728766901.4655","34653463123.4894","30479494868.1164","32063364385.1805","34263095723.6161","37856444403.9763","",
"Congo, Dem. Rep.","COD","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5130585096.54605","4877639433.38087","5398454824.59944","5684840491.54302","5824730566.86733","4281472054.54545","18699788397.1014","7061817563","8430337554.61324","8710928320.4579","9989337555.95146","11457022516.8176","13982219064.1558","16102883772.5723","18458639375.461","17862577173.2475","20654939478.4381","24543304631.7023","27710051937.9617","29868627089.0428","32869069198.0978","35126776382.8788","36345365361.454","36945659017.8937","45549717037.8734","",
"Congo, Rep.","COG","GNI (current US$)","NY.GNP.MKTP.CD","129555568.683181","148846634.485959","163401936.208196","169162488.471671","182325230.434825","194645507.878347","216790816.264873","234909005.708854","247612044.632543","260039277.758612","268160949.247162","315101012.50018","404360746.184952","521707243.963675","569489859.275472","737841782.031079","717374157.462045","727513268.182014","824162087.380075","1105749947.61629","1544186454.57496","1881339661.64763","2022256903.94485","1923414732.38167","2066650984.19194","2024073139.06208","1880968131.97263","2336153549.80348","1906837694.21624","2027194944.57707","2323840716.80238","2278923344.30672","2555424837.49024","1545686273.77222","1514504470.15308","1228292026.98035","1455086517.04107","1661142420.69226","1478608930.42449","1644949619.05905","2275221126.74256","1967707335.97212","2173255469.17437","2578201999.37956","3161681849.0708","4032288717.55467","5105401246.83944","5774289222.82954","8768094080.17279","6978832295.64263","9024206656.07327","10713458754.5068","10541861538.79","11049892721.2371","11738937936.7535","8465696564.11917","8378245022.58148","7859167564.85973","10067894539.4679","",
"Colombia","COL","GNI (current US$)","NY.GNP.MKTP.CD","4019001281.08515","4524766238.80597","4934165710.31125","4796438866.66667","5950087688.88889","5695009523.80952","5378688888.88889","5589327689.96395","5860219211.83332","6318187089.0341","7025370777.81476","7645029433.81869","8473740257.75595","10104386815.6285","12184409033.5578","12776548138.7449","14984942385.5224","19153335981.1357","22922871080.3024","27649181154.7063","33155485756.5316","35904126272.0089","37999647572.1475","37514872085.7307","36678124773.7314","33219411744.3172","33194484135.0734","34383300523.0276","37467546939.6276","37241071887.3773","45539094151.9333","47086381862.0962","56161793342.7437","64491312565.3626","80213040694.7975","90911003096.5725","95097412814.6927","104334000798.451","96748227324.8217","84832744079.29","97729902123.7903","95787969671.1632","95331633503.9279","91408959391.8307","113017243988.227","141521957923.578","156942872580.924","199454186365.938","233342126967.508","225354648630.869","275615400141.243","320131137286.985","356450254018.611","368456986471.373","369788203604.69","289330583250.352","279762590993.018","306039919529.091","319275478216.459","",
"Comoros","COM","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","212850523.339414","196610753.504133","184575738.542042","191118973.565512","184069241.771998","195553548.597335","277677168.837694","336548610.140616","354262324.418315","342746835.792224","428916945.962077","423598347.420903","461257261.335542","454703733.081132","319640690.607178","399479534.380408","396421276.129907","364678574.455433","369738413.384478","382656388.636361","350605432.387766","378893802.275532","423209663.324925","544309317.149212","630408571.584332","651913151.448188","696373093.609419","796171712.751387","910187359.928016","900470690.537835","906242596.471203","1020963009.8689","1014208441.72888","1116123640.39422","1149568601.99012","969491018.004569","1017498567.75529","1080713350.34012","1184771457.17107","",
"Cabo Verde","CPV","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","138856701.572375","139991785.553664","136158546.522499","131601795.613636","127523196.261924","133652053.819803","187959832.752926","235030170.094031","265056605.265897","270668649.274604","309176369.708973","321024263.387856","358442263.81252","491380499.086128","406239075.112039","484576531.820489","497578130.921463","487022137.740692","516378634.446505","583542586.616684","525174330.399851","556963917.232962","606246005.721718","799436886.277801","906125339.497971","938320012.450618","1062929628.54676","1482535119.66378","1742237159.34829","1668453496.03349","1591147121.9859","1792779485.57524","1667229959.80028","1785866825.96527","1767262553.51691","1537742030.29208","1603736778.01062","1708795748.56171","1930185521.16608","",
"Costa Rica","CRI","GNI (current US$)","NY.GNP.MKTP.CD","502758192.431205","485021006.996753","469634667.147862","503109261.514865","531162283.273936","578881162.264151","631805630.188679","681856618.867925","754641494.339623","837730203.773585","969030158.490566","1060102206.526","1200686058.7792","1488145378.22712","1624813114.7541","1894935064.17736","2336934399.06651","2992727012.83547","3409908809.80163","3885819323.22054","4615347012.83547","2339707172.16599","2202721156.90505","2813170199.20086","3358576268.67448","3637004055.44554","4145083679.21147","4235852462.96001","4277829898.40348","4849125767.47627","5459187786.75989","6984926273.7891","8331132822.03138","9331538403.21246","10340548088.1689","11364100617.3802","11518029296.134","12435403933.362","13352271440.5692","13676435553.7665","14261311763.847","15180184695.1683","15743590601.9676","16400081712.9885","17741948914.6667","19195028698.418","21940022722.934","26048030075.3655","30018712454.4596","29548314238.7421","36059991803.4268","40822529082.9369","44992549183.4882","47889274840.9858","48430773853.7799","52360979327.1474","54676168525.5372","55211618874.7009","56814955285.5639","",
"Caribbean small states","CSS","GNI (current US$)","NY.GNP.MKTP.CD","1835564552.71697","1975546367.42211","2061355493.66093","2278770688.38954","2459019768.32688","2680335534.14899","2766371087.02754","2973052355.00843","2946662316.53173","3207882316.45913","3611569274.09035","3906071839.40532","4639721825.7576","5063904575.11279","6610323329.1306","8222923970.02711","7918338998.69203","9107796504.53311","9386860982.21266","10492060672.9993","12973933187.7184","14411210928.3535","16330971688.2756","16466917942.404","15323889916.144","14920800331.3258","13260954151.7626","14002542961.646","15105753942.5858","15393041852.1607","16659025597.7071","16414545558.9466","16386503462.146","17976186255.3225","18707170009.8726","21362000552.1519","23776349845.9475","26954600168.3751","28857326335.3985","30576462564.7688","32564499362.3033","33468660896.6999","35127342128.4671","37497398359.024","41431391444.7669","46576898307.5713","52182984513.7787","58466764087.8928","66629346268.8573","55877169815.5035","60969703470.4417","64087878461.3579","67487222663.8915","69445627702.7296","69671185622.8691","69684528191.5362","65416169617.2487","67425197464.4272","69633869191.6241","",
"Cuba","CUB","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","5584007500","6782256200","7979320041.97272","9796397346.20024","11187718414.6341","12778100609.7561","13525388428.7454","13933525180.7229","17502936103.8961","19211775616.4384","19531412500","19762075662.6506","20547988470.5882","21783970197.9045","23596807057.4843","22466664483.0222","23746921046.3163","24714712705.0744","26992651715.0396","26599988081.5071","28034938962.766","23862628224.3756","21760981486.4865","22022285540.5405","27998129864.8649","29752587897.3573","24524500000","24882700000","25288000000","27850400000","29943300000","31179700000","32979826200","35340723500","37552770500","42010636100","52124800000","57644200000","59751100000","60437000000","62896000000","67926000000","72146000000","76226000000","79602100000","86014000000","90086000000","","","",
"Curacao","CUW","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3025403519.55307","3087688268.15642","3093817318.43575","3130920000","3152972234.63687","3101673407.82123","3138397821.22905","","",
